Name,NORAD ID,Int'l Code,Launch date,"Period
[minutes]",Longitude,Action,Longitude,sat_name,sat_operator,long_string,x_coord,y_coord,include
OPS 6063,6380,1973-013A,"March 6, 1973",1436.2,72.9° E,TRACK IT,72.9,OPS 6063,United States,72.9° E,0.223,-0.293,TRUE
SYMPHONIE 1,7578,1974-101A,"December 19, 1974",1440.9,73.1° E,TRACK IT,73.1,SYMPHONIE 1,France / Germany,73.1° E,0.227,-0.293,TRUE
INSAT 3DR,41752,2016-054A,"September 8, 2016",1436.1,73.9° E,TRACK IT,73.9,INSAT 3DR,India,73.9° E,0.240,-0.293,TRUE
GSAT-7 (INSAT 4F),39234,2013-044B,"August 29, 2013",1436.1,73.9° E,TRACK IT,73.9,GSAT-7 (INSAT 4F),India,73.9° E,0.240,-0.292,TRUE
GSAT 11,43824,2018-100B,"December 4, 2018",1436.1,74° E,TRACK IT,74,GSAT 11,India,74° E,0.242,-0.292,TRUE
GSAT-14,39498,2014-001A,"January 5, 2014",1436.1,74° E,TRACK IT,74,GSAT-14,India,74° E,0.242,-0.292,TRUE
GSAT 18,41793,2016-060A,"October 5, 2016",1436.1,74° E,TRACK IT,74,GSAT 18,India,74° E,0.242,-0.291,TRUE
MUOS 4,40887,2015-044A,"September 2, 2015",1436.1,74.3° E,TRACK IT,74.3,MUOS 4,United States,74.3° E,0.247,-0.291,TRUE
HGS 4 (GALAXY 4),22694,1993-039A,"June 25, 1993",1436,74.5° E,TRACK IT,74.5,HGS 4 (GALAXY 4),United States,74.5° E,0.250,-0.291,TRUE
ABS 2A,41588,2016-038A,"June 15, 2016",1436.1,74.7° E,TRACK IT,74.7,ABS 2A,Bermuda,74.7° E,0.254,-0.291,TRUE
ABS 2,39508,2014-006A,"February 6, 2014",1436.1,74.9° E,TRACK IT,74.9,ABS 2,China,74.9° E,0.257,-0.291,TRUE
COSMOS 1540,14783,1984-022A,"March 2, 1984",1436.3,75° E,TRACK IT,75,COSMOS 1540,Russia,75° E,0.259,-0.291,TRUE
SIRIO,10294,1977-080A,"August 25, 1977",1436.1,75.1° E,TRACK IT,75.1,SIRIO,Italy,75.1° E,0.261,-0.290,TRUE
TELKOM 1,25880,1999-042A,"August 12, 1999",1435.7,75.2° E,TRACK IT,75.2,TELKOM 1,Indonesia,75.2° E,0.262,-0.290,TRUE
EKRAN 2,10365,1977-092A,"September 20, 1977",1435.3,75.4° E,TRACK IT,75.4,EKRAN 2,Russia,75.4° E,0.266,-0.289,TRUE
LUCH 1,23680,1995-054A,"October 11, 1995",1436,75.4° E,TRACK IT,75.4,LUCH 1,Russia,75.4° E,0.266,-0.288,TRUE
ELEKTRO-L 2,41105,2015-074A,"December 11, 2015",1436.1,76° E,TRACK IT,76,ELEKTRO-L 2,Russia,76° E,0.276,-0.288,TRUE
APSTAR 7,38107,2012-013A,"March 31, 2012",1436.1,76.5° E,TRACK IT,76.5,APSTAR 7,China,76.5° E,0.284,-0.287,TRUE
TIANLIAN 1-04,41869,2016-072A,"November 22, 2016",1436.1,77° E,TRACK IT,77,TIANLIAN 1-04,China,77° E,0.292,-0.286,TRUE
THAICOM 5,29163,2006-020B,"May 27, 2006",1436.1,78.4° E,TRACK IT,78.4,THAICOM 5,Thailand,78.4° E,0.316,-0.285,TRUE
THAICOM 8,41552,2016-031A,"May 27, 2016",1436.1,78.5° E,TRACK IT,78.5,THAICOM 8,Thailand,78.5° E,0.317,-0.285,TRUE
THAICOM 6,39500,2014-002A,"January 6, 2014",1436.1,78.5° E,TRACK IT,78.5,THAICOM 6,Thailand,78.5° E,0.317,-0.285,TRUE
BS-3B (YURI 3B),21668,1991-060A,"August 25, 1991",1457.7,78.7° E,TRACK IT,78.7,BS-3B (YURI 3B),Japan,78.7° E,0.321,-0.285,TRUE
FENGYUN 2H,43491,2018-050A,"June 5, 2018",1436.1,79.1° E,TRACK IT,79.1,FENGYUN 2H,China,79.1° E,0.327,-0.284,TRUE
COSMOS 2371,26394,2000-036A,"July 4, 2000",1436.1,79.2° E,TRACK IT,79.2,COSMOS 2371,Russia,79.2° E,0.329,-0.284,TRUE
HISPASAT 1A,22116,1992-060A,"September 10, 1992",1450,79.3° E,TRACK IT,79.3,HISPASAT 1A,Spain,79.3° E,0.331,-0.284,TRUE
COSMOS 2085,20693,1990-061A,"July 18, 1990",1436,79.5° E,TRACK IT,79.5,COSMOS 2085,Russia,79.5° E,0.334,-0.284,TRUE
CTDRS,32779,2008-019A,"April 25, 2008",1436.1,79.6° E,TRACK IT,79.6,CTDRS,China,79.6° E,0.335,-0.284,TRUE
LES 5,2866,1967-066E,"July 1, 1967",1316,79.6° E,TRACK IT,79.6,LES 5,United States,79.6° E,0.335,-0.283,TRUE
TELECOM 2A,21813,1991-084A,"December 16, 1991",1455.3,79.7° E,TRACK IT,79.7,TELECOM 2A,France,79.7° E,0.337,-0.282,TRUE
INTELSAT 705,23528,1995-013A,"March 22, 1995",1455,79.7° E,TRACK IT,79.7,INTELSAT 705,Intelsat,79.7° E,0.337,-0.282,TRUE
GALS 2,23717,1995-063A,"November 17, 1995",1441.8,79.9° E,TRACK IT,79.9,GALS 2,Russia,79.9° E,0.340,-0.282,TRUE
BEIDOU G3,36590,2010-024A,"June 2, 2010",1436.1,80° E,TRACK IT,80,BEIDOU G3,China,80° E,0.342,-0.281,TRUE
COSMOS 2513,41121,2015-075A,"December 13, 2015",1436.1,80.2° E,TRACK IT,80.2,COSMOS 2513,Russia,80.2° E,0.345,-0.280,TRUE
INSAT 3A,27714,2003-013A,"April 9, 2003",1442.9,80.9° E,TRACK IT,80.9,INSAT 3A,India,80.9° E,0.357,-0.280,TRUE
ESIAFI 1 (COMSTAR 4),12309,1981-018A,"February 21, 1981",1436.1,81.1° E,TRACK IT,81.1,ESIAFI 1 (COMSTAR 4),United States,81.1° E,0.360,-0.278,TRUE
USA 250 (NROL-67),39652,2014-020A,"April 10, 2014",1436.1,81.2° E,TRACK IT,81.2,USA 250 (NROL-67),United States,81.2° E,0.362,-0.277,TRUE
USA 28,18583,1987-097A,"November 29, 1987",1463.6,82° E,TRACK IT,82,USA 28,United States,82° E,0.375,-0.277,TRUE
INSAT 3D,39216,2013-038B,"July 25, 2013",1436.1,82.1° E,TRACK IT,82.1,INSAT 3D,India,82.1° E,0.376,-0.275,TRUE
YURI (BSE),10792,1978-039A,"April 7, 1978",1437.1,82.5° E,TRACK IT,82.5,YURI (BSE),Japan,82.5° E,0.383,-0.274,TRUE
EKRAN 7,12564,1981-061A,"June 26, 1981",1435.3,82.7° E,TRACK IT,82.7,EKRAN 7,Russia,82.7° E,0.386,-0.273,TRUE
YAMAL 101,25896,1999-047A,"September 6, 1999",1442.1,82.8° E,TRACK IT,82.8,YAMAL 101,Russia,82.8° E,0.388,-0.273,TRUE
GSAT 10,38779,2012-051B,"September 28, 2012",1436.1,82.9° E,TRACK IT,82.9,GSAT 10,India,82.9° E,0.389,-0.272,TRUE
GSAT 12,37746,2011-034A,"July 15, 2011",1436.1,83° E,TRACK IT,83,GSAT 12,India,83° E,0.391,-0.272,TRUE
GSAT 6,40880,2015-041A,"August 27, 2015",1436.1,83° E,TRACK IT,83,GSAT 6,India,83° E,0.391,-0.271,TRUE
BEIDOU IGSO 6,41434,2016-021A,"March 29, 2016",1436.2,83° E,TRACK IT,83,BEIDOU IGSO 6,China,83° E,0.391,-0.271,TRUE
INSAT 4A,28911,2005-049A,"December 21, 2005",1436.1,83° E,TRACK IT,83,INSAT 4A,India,83° E,0.391,-0.270,TRUE
IRNSS 1C,40269,2014-061A,"October 15, 2014",1436,83.1° E,TRACK IT,83.1,IRNSS 1C,India,83.1° E,0.392,-0.269,TRUE
SYNCOM 2 (A 26),634,1963-031A,"July 26, 1963",1436.3,83.7° E,TRACK IT,83.7,SYNCOM 2 (A 26),United States,83.7° E,0.402,-0.268,TRUE
BEIDOU G6,38953,2012-059A,"October 25, 2012",1436.1,84° E,TRACK IT,84,BEIDOU G6,China,84° E,0.407,-0.267,TRUE
TDRS 7,23613,1995-035B,"July 13, 1995",1436,84° E,TRACK IT,84,TDRS 7,United States,84° E,0.407,-0.267,TRUE
AMAZONAS,28393,2004-031A,"August 4, 2004",1462.6,84.3° E,TRACK IT,84.3,AMAZONAS,Spain,84.3° E,0.412,-0.267,TRUE
HORIZONS 2,32388,2007-063B,"December 21, 2007",1436.1,84.8° E,TRACK IT,84.8,HORIZONS 2,Intelsat,84.8° E,0.419,-0.266,TRUE
SYMPHONIE 2,8132,1975-077A,"August 27, 1975",1440.6,85° E,TRACK IT,85,SYMPHONIE 2,France / Germany,85° E,0.423,-0.265,TRUE
INTELSAT 15,36106,2009-067A,"November 30, 2009",1436.1,85.1° E,TRACK IT,85.1,INTELSAT 15,Intelsat,85.1° E,0.424,-0.265,TRUE
GALAXY 9,23877,1996-033A,"May 24, 1996",1446.7,85.8° E,TRACK IT,85.8,GALAXY 9,United States,85.8° E,0.435,-0.263,TRUE
EKRAN 6,12120,1980-104A,"December 26, 1980",1436.7,86.4° E,TRACK IT,86.4,EKRAN 6,Russia,86.4° E,0.445,-0.263,TRUE
KAZSAT 2,37749,2011-035B,"July 15, 2011",1436.1,86.5° E,TRACK IT,86.5,KAZSAT 2,Kazakhstan,86.5° E,0.446,-0.263,TRUE
INSAT 1C,19330,1988-063A,"July 21, 1988",1435.6,87.1° E,TRACK IT,87.1,INSAT 1C,India,87.1° E,0.456,-0.263,TRUE
CHINASAT 15A,39017,2012-067A,"November 27, 2012",1436.1,87.5° E,TRACK IT,87.5,CHINASAT 15A,China,87.5° E,0.462,-0.261,TRUE
ST 2,37606,2011-022B,"May 20, 2011",1436.1,88° E,TRACK IT,88,ST 2,Singapore / Taiwan,88° E,0.469,-0.259,TRUE
EKRAN 1,9503,1976-107A,"October 26, 1976",1435.5,88.1° E,TRACK IT,88.1,EKRAN 1,Russia,88.1° E,0.471,-0.258,TRUE
TDRS 8,26388,2000-034A,"June 30, 2000",1436,88.4° E,TRACK IT,88.4,TDRS 8,United States,88.4° E,0.476,-0.258,TRUE
WGS F4 (USA 233),38070,2012-003A,"January 20, 2012",1436.1,88.4° E,TRACK IT,88.4,WGS F4 (USA 233),United States,88.4° E,0.476,-0.257,TRUE
TELECOM 1C,18952,1988-018B,"March 11, 1988",1470.1,88.8° E,TRACK IT,88.8,TELECOM 1C,France,88.8° E,0.482,-0.257,TRUE
INSAT 1B,14318,1983-089B,"August 30, 1983",1434.6,88.9° E,TRACK IT,88.9,INSAT 1B,India,88.9° E,0.483,-0.256,TRUE
PAKSAT 1 (ANATOLIA 1),23779,1996-006A,"February 1, 1996",1446,89° E,TRACK IT,89,PAKSAT 1 (ANATOLIA 1),Pakistan,89° E,0.485,-0.255,TRUE
EXPRESS AM-11,28234,2004-015A,"April 26, 2004",1451.1,89.3° E,TRACK IT,89.3,EXPRESS AM-11,Russia,89.3° E,0.489,-0.255,TRUE
YAMAL 401,40345,2014-082A,"December 15, 2014",1436.1,90° E,TRACK IT,90,YAMAL 401,Russia,90° E,0.500,-0.255,TRUE
ASTRA 1B,21139,1991-015A,"March 2, 1991",1461.8,90.2° E,TRACK IT,90.2,ASTRA 1B,SES,90.2° E,0.503,-0.254,TRUE
MARISAT 3,8882,1976-053A,"June 10, 1976",1501.6,90.3° E,TRACK IT,90.3,MARISAT 3,United States,90.3° E,0.505,-0.253,TRUE
EUTELSAT 1-F2 (ECS 2),15158,1984-081A,"August 4, 1984",1457.6,90.4° E,TRACK IT,90.4,EUTELSAT 1-F2 (ECS 2),Europe,90.4° E,0.506,-0.253,TRUE
YAMAL 102,25897,1999-047B,"September 6, 1999",1440.3,90.5° E,TRACK IT,90.5,YAMAL 102,Russia,90.5° E,0.508,-0.253,TRUE
ESA/GOES,9931,1977-029A,"April 20, 1977",734,90.9° E,TRACK IT,90.9,ESA/GOES,Europe,90.9° E,0.514,-0.253,TRUE
CS 3A,18877,1988-012A,"February 19, 1988",1467.4,91.1° E,TRACK IT,91.1,CS 3A,Japan,91.1° E,0.517,-0.249,TRUE
MEASAT 3B,40147,2014-054B,"September 11, 2014",1436.1,91.5° E,TRACK IT,91.5,MEASAT 3B,Malaysia,91.5° E,0.522,-0.249,TRUE
MEASAT 3A,35362,2009-032A,"June 21, 2009",1436.1,91.5° E,TRACK IT,91.5,MEASAT 3A,Malaysia,91.5° E,0.522,-0.248,TRUE
MEASAT 3,29648,2006-056A,"December 11, 2006",1436.1,91.5° E,TRACK IT,91.5,MEASAT 3,Malaysia,91.5° E,0.522,-0.246,TRUE
FLTSATCOM 7 (USA 20),17181,1986-096A,"December 5, 1986",1444.1,91.6° E,TRACK IT,91.6,FLTSATCOM 7 (USA 20),United States,91.6° E,0.524,-0.245,TRUE
CHINASAT 9,33051,2008-028A,"June 9, 2008",1436.1,92.2° E,TRACK IT,92.2,CHINASAT 9,China,92.2° E,0.533,-0.244,TRUE
BEIDOU IGSO 4,37763,2011-038A,"July 26, 2011",1436.2,93.2° E,TRACK IT,93.2,BEIDOU IGSO 4,China,93.2° E,0.548,-0.243,TRUE
GSAT 15,41028,2015-065A,"November 10, 2015",1436.1,93.5° E,TRACK IT,93.5,GSAT 15,India,93.5° E,0.552,-0.243,TRUE
GSAT 17,42815,2017-040B,"June 28, 2017",1436.1,93.5° E,TRACK IT,93.5,GSAT 17,India,93.5° E,0.552,-0.243,TRUE
THAICOM 2,23314,1994-065B,"October 8, 1994",1446,93.8° E,TRACK IT,93.8,THAICOM 2,Thailand,93.8° E,0.556,-0.242,TRUE
BEIDOU G2,34779,2009-018A,"April 14, 2009",1434.7,93.8° E,TRACK IT,93.8,BEIDOU G2,China,93.8° E,0.556,-0.241,TRUE
SBS 5,19484,1988-081B,"September 8, 1988",1443.1,94° E,TRACK IT,94,SBS 5,United States,94° E,0.559,-0.238,TRUE
SJ-17 (SHIJIAN-17),41838,2016-065A,"November 3, 2016",1436,94.3° E,TRACK IT,94.3,SJ-17 (SHIJIAN-17),China,,0.564,-0.237,
DRTS,27516,2002-042B,"September 10, 2002",1450.6,94.5° E,TRACK IT,94.5,DRTS,Japan,94.5° E,0.566,-0.237,TRUE
EKRAN 17,18715,1987-109A,"December 27, 1987",1501.8,94.5° E,TRACK IT,94.5,EKRAN 17,Russia,94.5° E,0.566,-0.237,TRUE
LUCH 5V,39727,2014-023A,"April 28, 2014",1436.1,94.7° E,TRACK IT,94.7,LUCH 5V,Russia,94.7° E,0.569,-0.235,TRUE
SES-8,39460,2013-071A,"December 3, 2013",1436.1,95° E,TRACK IT,95,SES-8,SES,95° E,0.574,-0.233,TRUE
NSS 6,27603,2002-057A,"December 17, 2002",1436.1,95° E,TRACK IT,95,NSS 6,SES,95° E,0.574,-0.232,TRUE
SES 12,43488,2018-049A,"June 4, 2018",1436.1,95° E,TRACK IT,95,SES 12,SES,95° E,0.574,-0.230,TRUE
SKYNET 5A,30794,2007-007B,"March 11, 2007",1436.1,95.2° E,TRACK IT,95.2,SKYNET 5A,United Kingdom,95.2° E,0.576,-0.230,TRUE
DFS 1,20041,1989-041B,"June 5, 1989",1430.4,96.2° E,TRACK IT,96.2,DFS 1,Germany,96.2° E,0.591,-0.230,TRUE
COSMOS 1888,18384,1987-084A,"October 1, 1987",1434.5,96.3° E,TRACK IT,96.3,COSMOS 1888,Russia,96.3° E,0.592,-0.230,TRUE
EXPRESS AM-33,32478,2008-003A,"January 28, 2008",1436.1,96.5° E,TRACK IT,96.5,EXPRESS AM-33,Russia,96.5° E,0.595,-0.230,TRUE
GSAT 9,42695,2017-024A,"May 5, 2017",1436.1,97.3° E,TRACK IT,97.3,GSAT 9,India,97.3° E,0.606,-0.229,TRUE
STTW-T2,14899,1984-035A,"April 8, 1984",1434.6,97.6° E,TRACK IT,97.6,STTW-T2,China,97.6° E,0.610,-0.227,TRUE
CHINASAT 11,39157,2013-020A,"May 1, 2013",1436.2,97.9° E,TRACK IT,97.9,CHINASAT 11,China,97.9° E,0.614,-0.226,TRUE
DIRECTV 3 (DBS/NIMIQ 3),23598,1995-029A,"June 10, 1995",1454.5,98.1° E,TRACK IT,98.1,DIRECTV 3 (DBS/NIMIQ 3),United States,98.1° E,0.617,-0.225,TRUE
CHINASAT 2A,38352,2012-028A,"May 26, 2012",1436.1,98.2° E,TRACK IT,98.2,CHINASAT 2A,China,98.2° E,0.618,-0.222,TRUE
HELLAS SAT 1 (DFS 3),22175,1992-066A,"October 12, 1992",1444,98.3° E,TRACK IT,98.3,HELLAS SAT 1 (DFS 3),Greece,98.3° E,0.620,-0.222,TRUE
THURAYA 3,32404,2008-001A,"January 15, 2008",1436.1,98.5° E,TRACK IT,98.5,THURAYA 3,United Arab Emirates,98.5° E,0.623,-0.220,TRUE
SUPERBIRD 4,26095,2000-012A,"February 18, 2000",1456.8,98.7° E,TRACK IT,98.7,SUPERBIRD 4,Japan,98.7° E,0.625,-0.219,TRUE
INTELSAT 2 (PAS 2),23175,1994-040A,"July 8, 1994",1451.7,99.6° E,TRACK IT,99.6,INTELSAT 2 (PAS 2),United States,99.6° E,0.637,-0.219,TRUE
RADUGA 1-4,25642,1999-010A,"February 28, 1999",1437,99.8° E,TRACK IT,99.8,RADUGA 1-4,Russia,99.8° E,0.640,-0.219,TRUE
ASTRA 2A,25462,1998-050A,"August 30, 1998",1436.1,100° E,TRACK IT,100,ASTRA 2A,SES,100° E,0.643,-0.217,TRUE
DIRECTV 1 (DBS 1),22930,1993-078A,"December 18, 1993",1454.8,100° E,TRACK IT,100,DIRECTV 1 (DBS 1),United States,100° E,0.643,-0.217,TRUE
ASIASAT 5,35696,2009-042A,"August 11, 2009",1436.1,100.5° E,TRACK IT,100.5,ASIASAT 5,AsiaSat,100.5° E,0.649,-0.216,TRUE
EKRAN 9,13554,1982-093A,"September 16, 1982",1435.6,101.1° E,TRACK IT,101.1,EKRAN 9,Russia,101.1° E,0.657,-0.210,TRUE
USA 257 (CLIO),40208,2014-055A,"September 17, 2014",1436.1,101.4° E,TRACK IT,101.4,USA 257 (CLIO),United States,101.4° E,0.661,-0.209,TRUE
SBS 4,15235,1984-093B,"August 30, 1984",1458,101.8° E,TRACK IT,101.8,SBS 4,United States,101.8° E,0.667,-0.208,TRUE
LEASAT 2,15236,1984-093C,"August 30, 1984",1477.6,101.8° E,TRACK IT,101.8,LEASAT 2,United States,101.8° E,0.667,-0.207,TRUE
BEIDOU IGSO 3,37384,2011-013A,"April 9, 2011",1436,101.8° E,TRACK IT,101.8,BEIDOU IGSO 3,China,101.8° E,0.667,-0.206,TRUE
STTW-1,16526,1986-010A,"February 1, 1986",1435.8,101.9° E,TRACK IT,101.9,STTW-1,China,101.9° E,0.668,-0.206,TRUE
ITALSAT 2,24208,1996-044A,"August 8, 1996",1428.7,102° E,TRACK IT,102,ITALSAT 2,Italy,102° E,0.669,-0.202,TRUE
OTS 2,10855,1978-044A,"May 11, 1978",1452.5,102.1° E,TRACK IT,102.1,OTS 2,Europe,102.1° E,0.670,-0.199,TRUE
SATCOM 2R,14328,1983-094A,"September 8, 1983",1448.6,102.8° E,TRACK IT,102.8,SATCOM 2R,United States,102.8° E,0.679,-0.199,TRUE
EXPRESS AM-3,28707,2005-023A,"June 24, 2005",1436.1,103° E,TRACK IT,103,EXPRESS AM-3,Russia,103° E,0.682,-0.199,TRUE
CHINASAT 2C (ZX 2C),41021,2015-063A,"November 3, 2015",1436.1,103.4° E,TRACK IT,103.4,CHINASAT 2C (ZX 2C),China,103.4° E,0.687,-0.199,TRUE
INTELSAT 605,21653,1991-055A,"August 14, 1991",1449.8,104° E,TRACK IT,104,INTELSAT 605,Intelsat,104° E,0.695,-0.198,TRUE
SATCOM K2,16276,1985-109D,"November 27, 1985",1445.7,104° E,TRACK IT,104,SATCOM K2,United States,104° E,0.695,-0.197,TRUE
FENGYUN 4A,41882,2016-077A,"December 10, 2016",1436,104.5° E,TRACK IT,104.5,FENGYUN 4A,China,104.5° E,0.701,-0.197,TRUE
USA 268,41584,2016-036A,"June 11, 2016",1436.1,104.8° E,TRACK IT,104.8,USA 268,United States,104.8° E,0.705,-0.195,TRUE
SKYNET 4D,25134,1998-002A,"January 10, 1998",1452.3,104.8° E,TRACK IT,104.8,SKYNET 4D,United Kingdom,104.8° E,0.705,-0.195,TRUE
ASIASTAR,26107,2000-016A,"March 21, 2000",1436.1,104.9° E,TRACK IT,104.9,ASIASTAR,United States,104.9° E,0.706,-0.194,TRUE
RADUGA 1-5,26477,2000-049A,"August 28, 2000",1436,105.4° E,TRACK IT,105.4,RADUGA 1-5,Russia,105.4° E,0.712,-0.193,TRUE
ASIASAT 7,37933,2011-069A,"November 25, 2011",1436.1,105.5° E,TRACK IT,105.5,ASIASAT 7,AsiaSat,105.5° E,0.713,-0.192,TRUE
GAOFEN 4,41194,2015-083A,"December 28, 2015",1436.1,105.7° E,TRACK IT,105.7,GAOFEN 4,China,105.7° E,0.716,-0.190,TRUE
NIGCOMSAT 1,31395,2007-018A,"May 13, 2007",1436.3,107.1° E,TRACK IT,107.1,NIGCOMSAT 1,Nigeria,107.1° E,0.733,-0.189,TRUE
TJS-2,41911,2017-001A,"January 5, 2017",1436.2,107.4° E,TRACK IT,107.4,TJS-2,China,107.4° E,0.736,-0.189,TRUE
PALAPA C2,23864,1996-030A,"May 16, 1996",1454.5,107.8° E,TRACK IT,107.8,PALAPA C2,Indonesia,107.8° E,0.741,-0.188,TRUE
TELKOM-4,43587,2018-064A,"August 7, 2018",1436.1,108° E,TRACK IT,108,TELKOM-4,Indonesia,108° E,0.743,-0.186,TRUE
SES 7 (PROTOSTAR 2),34941,2009-027A,"May 16, 2009",1436.1,108.2° E,TRACK IT,108.2,SES 7 (PROTOSTAR 2),SES,108.2° E,0.745,-0.186,TRUE
SES-9,41380,2016-013A,"March 4, 2016",1436.1,108.3° E,TRACK IT,108.3,SES-9,SES,108.3° E,0.747,-0.186,TRUE
EUTELSAT 2-F1,20777,1990-079B,"August 30, 1990",1449.5,109.2° E,TRACK IT,109.2,EUTELSAT 2-F1,Europe,109.2° E,0.757,-0.181,TRUE
BSAT-4A,42951,2017-059B,"September 29, 2017",1436.1,109.8° E,TRACK IT,109.8,BSAT-4A,Japan,109.8° E,0.764,-0.181,TRUE
BSAT-3B,37207,2010-056B,"October 28, 2010",1436.1,109.8° E,TRACK IT,109.8,BSAT-3B,Japan,109.8° E,0.764,-0.179,TRUE
BSAT-3A,32019,2007-036B,"August 14, 2007",1436.1,109.9° E,TRACK IT,109.9,BSAT-3A,Japan,109.9° E,0.765,-0.175,TRUE
BSAT-3C,37776,2011-041B,"August 6, 2011",1436.1,110° E,TRACK IT,110,BSAT-3C,Japan,110° E,0.766,-0.174,TRUE
JCSAT 15,41903,2016-082A,"December 21, 2016",1436.1,110.1° E,TRACK IT,110.1,JCSAT 15,Japan,110.1° E,0.767,-0.174,TRUE
CHINASAT 16,42662,2017-018A,"April 12, 2017",1436.1,110.5° E,TRACK IT,110.5,CHINASAT 16,China,110.5° E,0.772,-0.173,TRUE
CHINASAT 10,37677,2011-026A,"June 20, 2011",1436.1,110.5° E,TRACK IT,110.5,CHINASAT 10,China,110.5° E,0.772,-0.173,TRUE
USA 157,26715,2001-009A,"February 27, 2001",1436,110.9° E,TRACK IT,110.9,USA 157,United States,110.9° E,0.776,-0.173,TRUE
EUTE 25C (EUTE W5),27554,2002-051A,"November 20, 2002",1435.1,110.9° E,TRACK IT,110.9,EUTE 25C (EUTE W5),Europe,110.9° E,0.776,-0.173,TRUE
RADUGA 1-7,28194,2004-010A,"March 27, 2004",1435,111° E,TRACK IT,111,RADUGA 1-7,Russia,111° E,0.777,-0.172,TRUE
INSAT 4B,30793,2007-007A,"March 11, 2007",1436.1,111.3° E,TRACK IT,111.3,INSAT 4B,India,111.3° E,0.780,-0.172,TRUE
SBS 3,13651,1982-110B,"November 11, 1982",1441,111.6° E,TRACK IT,111.6,SBS 3,United States,111.6° E,0.784,-0.169,TRUE
INSAT 2E (APR-1),25666,1999-016A,"April 2, 1999",1445,112° E,TRACK IT,112,INSAT 2E (APR-1),India,112° E,0.788,-0.165,TRUE
FENGYUN 2F,38049,2012-002A,"January 13, 2012",1436.1,112.2° E,TRACK IT,112.2,FENGYUN 2F,China,112.2° E,0.790,-0.164,TRUE
SMS 1,7298,1974-033A,"May 17, 1974",1460.3,112.4° E,TRACK IT,112.4,SMS 1,United States,112.4° E,0.792,-0.161,TRUE
AMC-9 (GE-12),27820,2003-024A,"June 6, 2003",1454.1,112.5° E,TRACK IT,112.5,AMC-9 (GE-12),SES,112.5° E,0.793,-0.160,TRUE
PALAPA D,35812,2009-046A,"August 31, 2009",1436.1,112.9° E,TRACK IT,112.9,PALAPA D,Indonesia,112.9° E,0.798,-0.160,TRUE
KOREASAT 5,29349,2006-034A,"August 22, 2006",1436.1,113.1° E,TRACK IT,113.1,KOREASAT 5,South Korea,113.1° E,0.800,-0.160,TRUE
KOREASAT-5A,42984,2017-067A,"October 30, 2017",1436.1,113.1° E,TRACK IT,113.1,KOREASAT-5A,South Korea,113.1° E,0.800,-0.157,TRUE
HIMAWARI 1 (GMS 1),10143,1977-065A,"July 14, 1977",1450.9,114.2° E,TRACK IT,114.2,HIMAWARI 1 (GMS 1),Japan,114.2° E,0.811,-0.155,TRUE
OPTUS A3 (AUSSAT 3),18350,1987-078A,"September 16, 1987",1455.9,114.2° E,TRACK IT,114.2,OPTUS A3 (AUSSAT 3),Australia,114.2° E,0.811,-0.154,TRUE
COMSTAR 1,8838,1976-042A,"May 13, 1976",1442.6,114.7° E,TRACK IT,114.7,COMSTAR 1,United States,114.7° E,0.816,-0.151,TRUE
CHINASAT 6B,31800,2007-031A,"July 5, 2007",1436.1,115.5° E,TRACK IT,115.5,CHINASAT 6B,China,115.5° E,0.824,-0.145,TRUE
INTELSAT 707,23816,1996-015A,"March 14, 1996",1462.2,115.8° E,TRACK IT,115.8,INTELSAT 707,Intelsat,115.8° E,0.827,-0.139,TRUE
OPS 9381 (GGTS),2207,1966-053A,"June 16, 1966",1333.4,115.8° E,TRACK IT,115.8,OPS 9381 (GGTS),United States,115.8° E,0.827,-0.138,TRUE
KOREASAT 7,42691,2017-023A,"May 4, 2017",1436.1,115.9° E,TRACK IT,115.9,KOREASAT 7,South Korea,115.9° E,0.828,-0.138,TRUE
EUTELSAT 2-F3,21803,1991-083A,"December 7, 1991",1450.2,115.9° E,TRACK IT,115.9,EUTELSAT 2-F3,Europe,115.9° E,0.828,-0.135,TRUE
GORIZONT 25,21922,1992-017A,"April 2, 1992",1442.1,115.9° E,TRACK IT,115.9,GORIZONT 25,Russia,115.9° E,0.828,-0.130,TRUE
KOREASAT 6,37265,2010-070B,"December 29, 2010",1436.1,116° E,TRACK IT,116,KOREASAT 6,South Korea,116° E,0.829,-0.121,TRUE
ABS-7 (KOREASAT 3),25894,1999-046A,"September 4, 1999",1436.1,116.1° E,TRACK IT,116.1,ABS-7 (KOREASAT 3),South Korea,116.1° E,0.830,-0.119,TRUE
JCSAT 5,25067,1997-075A,"December 2, 1997",1459.6,116.2° E,TRACK IT,116.2,JCSAT 5,Japan,116.2° E,0.831,-0.116,TRUE
HISPASAT 1B,22723,1993-048A,"July 22, 1993",1444,116.8° E,TRACK IT,116.8,HISPASAT 1B,Spain,116.8° E,0.837,-0.115,TRUE
MARECS A,13010,1981-122A,"December 20, 1981",1515.1,117.7° E,TRACK IT,117.7,MARECS A,Europe,117.7° E,0.845,-0.114,TRUE
TELKOM 3S,41944,2017-007A,"February 14, 2017",1436.1,118° E,TRACK IT,118,TELKOM 3S,Indonesia,118° E,0.848,-0.114,TRUE
INSAT 1A,13129,1982-031A,"April 10, 1982",1436.5,118.5° E,TRACK IT,118.5,INSAT 1A,India,118.5° E,0.853,-0.113,TRUE
