Name,NORAD ID,Int'l Code,Launch date,"Period
[minutes]",Longitude,Action,Longitude,sat_name,sat_operator,long_string,x_coord,y_coord,include
USA 164,27168,2002-001A,"January 14, 2002",1436,19.1° E,TRACK IT,19.1,USA 164,United States,19.1° E,-0.654741,-0.233572,TRUE
ASTRA 1L,31306,2007-016A,"May 4, 2007",1436.1,19.2° E,TRACK IT,19.2,ASTRA 1L,SES,19.2° E,-0.653421,-0.233924,TRUE
ASTRA 1KR,29055,2006-012A,"April 20, 2006",1436.1,19.2° E,TRACK IT,19.2,ASTRA 1KR,SES,19.2° E,-0.653421,-0.233924,TRUE
ASTRA 1N,37775,2011-041A,"August 6, 2011",1436.1,19.2° E,TRACK IT,19.2,ASTRA 1N,SES,19.2° E,-0.653421,-0.233924,TRUE
ASTRA 1M,33436,2008-057A,"November 5, 2008",1436,19.2° E,TRACK IT,19.2,ASTRA 1M,SES,19.2° E,-0.653421,-0.233924,TRUE
OPS 9390,6317,1972-101A,"December 20, 1972",1435.9,19.2° E,TRACK IT,19.2,OPS 9390,United States,19.2° E,-0.653421,-0.233924,TRUE
ASTRA 2B,26494,2000-054A,"September 14, 2000",1436,19.5° E,TRACK IT,19.5,ASTRA 2B,SES,19.5° E,-0.649448,-0.234978,TRUE
AMC-14,32708,2008-011A,"March 14, 2008",1436.1,19.8° E,TRACK IT,19.8,AMC-14,United States,19.8° E,-0.645458,-0.236026,TRUE
ARABSAT 5C,37810,2011-049B,"September 21, 2011",1436.1,20.1° E,TRACK IT,20.1,ARABSAT 5C,Arabsat,20.1° E,-0.641450,-0.237067,TRUE
SBIRS GEO 2 (USA 241),39120,2013-011A,"March 19, 2013",1436.1,20.6° E,TRACK IT,20.6,SBIRS GEO 2 (USA 241),United States,20.6° E,-0.634731,-0.238788,TRUE
DFH-3 2,24798,1997-021A,"May 11, 1997",1436.3,20.9° E,TRACK IT,20.9,DFH-3 2,China,20.9° E,-0.630676,-0.239812,TRUE
EUTE 21B,38992,2012-062B,"November 10, 2012",1436.1,21.6° E,TRACK IT,21.6,EUTE 21B,Europe,21.6° E,-0.621148,-0.242175,TRUE
CHINASAT 5 (SPACENET 1),14985,1984-049A,"May 23, 1984",1440.2,22.6° E,TRACK IT,22.6,CHINASAT 5 (SPACENET 1),China,22.6° E,-0.607376,-0.245488,TRUE
ASTRA 3B,36581,2010-021A,"May 21, 2010",1436.1,23.5° E,TRACK IT,23.5,ASTRA 3B,SES,23.5° E,-0.594823,-0.248405,TRUE
ASTRA 2C,26853,2001-025A,"June 16, 2001",1436.1,23.7° E,TRACK IT,23.7,ASTRA 2C,SES,23.7° E,-0.592013,-0.249046,TRUE
ECHOSTAR 6,26402,2000-038A,"July 14, 2000",1457.6,24.1° E,TRACK IT,24.1,ECHOSTAR 6,United States,24.1° E,-0.586372,-0.250317,TRUE
SATMEX 5,25558,1998-070A,"December 6, 1998",1458.7,24.2° E,TRACK IT,24.2,SATMEX 5,Europe,24.2° E,-0.584958,-0.250633,TRUE
RADUGA 1-6,26936,2001-045A,"October 6, 2001",1473.2,24.6° E,TRACK IT,24.6,RADUGA 1-6,Russia,24.6° E,-0.579281,-0.251888,TRUE
ALPHASAT (INMARSAT 4A-F4),39215,2013-038A,"July 25, 2013",1436.1,24.9° E,TRACK IT,24.9,ALPHASAT (INMARSAT 4A-F4),Inmarsat,24.9° E,-0.575005,-0.252822,TRUE
SKYNET 5B,32294,2007-056B,"November 14, 2007",1436.1,25.1° E,TRACK IT,25.1,SKYNET 5B,United Kingdom,25.1° E,-0.572146,-0.253441,TRUE
EUTELSAT 25B (ES'HAIL 1),39233,2013-044A,"August 29, 2013",1436.1,25.5° E,TRACK IT,25.5,EUTELSAT 25B (ES'HAIL 1),Europe,25.5° E,-0.566406,-0.254669,TRUE
ES'HAIL 2 (QO-100),43700,2018-090A,"November 15, 2018",1436.1,25.8° E,TRACK IT,25.8,ES'HAIL 2 (QO-100),Unknown,25.8° E,-0.562083,-0.255582,TRUE
ARABSAT 4B,29526,2006-051A,"November 8, 2006",1436.1,25.9° E,TRACK IT,25.9,ARABSAT 4B,Arabsat,25.9° E,-0.560639,-0.255885,TRUE
BADR 7 (ARABSAT-6B),41029,2015-065B,"November 10, 2015",1436.1,26° E,TRACK IT,26,BADR 7 (ARABSAT-6B),Arabsat,26° E,-0.559193,-0.256187,TRUE
BADR-5 (ARABSAT 5B),36592,2010-025A,"June 3, 2010",1436,26° E,TRACK IT,26,BADR-5 (ARABSAT 5B),Arabsat,26° E,-0.559193,-0.256187,TRUE
BADR 6,33154,2008-034B,"July 7, 2008",1436,26.1° E,TRACK IT,26.1,BADR 6,Arabsat,26.1° E,-0.557745,-0.256488,TRUE
PALAPA 2,9862,1977-018A,"March 10, 1977",1439.4,26.1° E,TRACK IT,26.1,PALAPA 2,Indonesia,26.1° E,-0.557745,-0.256488,TRUE
THOR 1 (MARCOPOLO 2),20762,1990-074A,"August 18, 1990",1451.5,26.1° E,TRACK IT,26.1,THOR 1 (MARCOPOLO 2),Norway,26.1° E,-0.557745,-0.256488,TRUE
GOES 7,17561,1987-022A,"February 26, 1987",1441.4,26.2° E,TRACK IT,26.2,GOES 7,United States,26.2° E,-0.556296,-0.256788,TRUE
COSMOS 2379,26892,2001-037A,"August 24, 2001",1435.3,26.6° E,TRACK IT,26.6,COSMOS 2379,Russia,26.6° E,-0.550481,-0.257982,TRUE
SUPERBIRD 6,28218,2004-011A,"April 16, 2004",1447.8,27.4° E,TRACK IT,27.4,SUPERBIRD 6,Japan,27.4° E,-0.538771,-0.260332,TRUE
SATCOM 2,8774,1976-029A,"March 26, 1976",1460.1,27.5° E,TRACK IT,27.5,SATCOM 2,United States,27.5° E,-0.537300,-0.260622,TRUE
GALAXY 11,26038,1999-071A,"December 22, 1999",1439.6,27.5° E,TRACK IT,27.5,GALAXY 11,United States,27.5° E,-0.537300,-0.260622,TRUE
ASTRA 2G,40364,2014-089A,"December 27, 2014",1436.1,28.2° E,TRACK IT,28.2,ASTRA 2G,SES,28.2° E,-0.526956,-0.262631,TRUE
ASTRA 2F,38778,2012-051A,"September 28, 2012",1436,28.2° E,TRACK IT,28.2,ASTRA 2F,SES,28.2° E,-0.526956,-0.262631,TRUE
ASTRA 2E,39285,2013-056A,"September 29, 2013",1436.1,28.5° E,TRACK IT,28.5,ASTRA 2E,SES,28.5° E,-0.522499,-0.263480,TRUE
GOES 9,23581,1995-025A,"May 23, 1995",1457.5,29° E,TRACK IT,29,GOES 9,United States,29° E,-0.515038,-0.264879,TRUE
XTAR-EUR,28542,2005-005A,"February 12, 2005",1436.1,29° E,TRACK IT,29,XTAR-EUR,United States,29° E,-0.515038,-0.264879,TRUE
ARABSAT 5A,36745,2010-032B,"June 26, 2010",1436.1,30.5° E,TRACK IT,30.5,ARABSAT 5A,Arabsat,30.5° E,-0.492424,-0.268955,TRUE
HYLAS 2,38741,2012-043B,"August 2, 2012",1436.1,31° E,TRACK IT,31,HYLAS 2,United Kingdom,31° E,-0.484810,-0.270272,TRUE
EKRAN 19,19683,1988-108A,"December 10, 1988",1489.9,31.5° E,TRACK IT,31.5,EKRAN 19,Russia,31.5° E,-0.477159,-0.271569,TRUE
ASTRA 5B,39617,2014-011B,"March 22, 2014",1436.1,31.5° E,TRACK IT,31.5,ASTRA 5B,SES,31.5° E,-0.477159,-0.271569,TRUE
SIRIUS W (MARCOPOLO 1),20193,1989-067A,"August 27, 1989",1451.8,31.6° E,TRACK IT,31.6,SIRIUS W (MARCOPOLO 1),Sweden,31.6° E,-0.475624,-0.271826,TRUE
IRNSS 1F,41384,2016-015A,"March 10, 2016",1436.1,32.5° E,TRACK IT,32.5,IRNSS 1F,India,32.5° E,-0.461749,-0.274101,TRUE
SKYNET 4C,20776,1990-079A,"August 30, 1990",1436.1,32.7° E,TRACK IT,32.7,SKYNET 4C,United Kingdom,32.7° E,-0.458650,-0.274598,TRUE
INTELSAT NEW DAWN,37392,2011-016A,"April 22, 2011",1436.1,32.8° E,TRACK IT,32.8,INTELSAT NEW DAWN,Intelsat,32.8° E,-0.457098,-0.274845,TRUE
ANGOSAT 1,43087,2017-086A,"December 26, 2017",1449,32.8° E,TRACK IT,32.8,ANGOSAT 1,Angola,32.8° E,-0.457098,-0.274845,TRUE
NSS 703 (INTELSAT 703),23305,1994-064A,"October 6, 1994",1450.1,32.8° E,TRACK IT,32.8,NSS 703 (INTELSAT 703),SES,32.8° E,-0.457098,-0.274845,TRUE
EUTE 3C (HB 10),33750,2009-008B,"February 12, 2009",1436.1,33.1° E,TRACK IT,33.1,EUTE 3C (HB 10),Europe,33.1° E,-0.452435,-0.275581,TRUE
EUTE HOT BIRD 13A (HB 6),27499,2002-038A,"August 21, 2002",1449.8,33.1° E,TRACK IT,33.1,EUTE HOT BIRD 13A (HB 6),Europe,33.1° E,-0.452435,-0.275581,TRUE
INTELSAT 904,27380,2002-007A,"February 23, 2002",1437.5,35.1° E,TRACK IT,35.1,INTELSAT 904,Intelsat,35.1° E,-0.421036,-0.280292,TRUE
EUTE 36B (EUTE W7),36101,2009-065A,"November 24, 2009",1436.1,35.9° E,TRACK IT,35.9,EUTE 36B (EUTE W7),Europe,35.9° E,-0.408330,-0.282081,TRUE
ATS 6,7318,1974-039A,"May 30, 1974",1412.1,35.9° E,TRACK IT,35.9,ATS 6,United States,35.9° E,-0.408330,-0.282081,TRUE
SATCOM 1,8476,1975-117A,"December 13, 1975",1445.8,36° E,TRACK IT,36,SATCOM 1,United States,36° E,-0.406737,-0.282301,TRUE
EXPRESS-AMU1,41191,2015-082A,"December 24, 2015",1436.1,36.1° E,TRACK IT,36.1,EXPRESS-AMU1,Russia,36.1° E,-0.405142,-0.282520,TRUE
USA 142,25669,1999-017A,"April 9, 1999",618.3,36.1° E,TRACK IT,36.1,USA 142,United States,36.1° E,-0.405142,-0.282520,TRUE
TURKSAT 1C,23949,1996-040B,"July 9, 1996",1437.1,36.1° E,TRACK IT,36.1,TURKSAT 1C,Turkey,36.1° E,-0.405142,-0.282520,TRUE
SICRAL 2,40614,2015-022B,"April 26, 2015",1436.1,37.7° E,TRACK IT,37.7,SICRAL 2,France / Italy,37.7° E,-0.379456,-0.285906,TRUE
ATHENA-FIDUS,39509,2014-006B,"February 6, 2014",1436.1,37.8° E,TRACK IT,37.8,ATHENA-FIDUS,France / Italy,37.8° E,-0.377841,-0.286110,TRUE
GOES 8,23051,1994-022A,"April 13, 1994",1456,38° E,TRACK IT,38,GOES 8,United States,38° E,-0.374607,-0.286516,TRUE
PAKSAT 1R,37779,2011-042A,"August 11, 2011",1436.1,38° E,TRACK IT,38,PAKSAT 1R,Pakistan,38° E,-0.374607,-0.286516,TRUE
GSAT 1,26745,2001-015A,"April 18, 2001",1387,38.1° E,TRACK IT,38.1,GSAT 1,India,38.1° E,-0.372988,-0.286717,TRUE
ASIASAT 4,27718,2003-014A,"April 12, 2003",1436.1,38.2° E,TRACK IT,38.2,ASIASAT 4,AsiaSat,38.2° E,-0.371368,-0.286918,TRUE
GEOS 2,10981,1978-071A,"July 14, 1978",1449,38.5° E,TRACK IT,38.5,GEOS 2,Europe,38.5° E,-0.366501,-0.287515,TRUE
BRAZILSAT 2,16650,1986-026B,"March 28, 1986",1445.2,39° E,TRACK IT,39,BRAZILSAT 2,Brazil,39° E,-0.358368,-0.288492,TRUE
HELLAS-SAT 3,42814,2017-040A,"June 28, 2017",1436,39° E,TRACK IT,39,HELLAS-SAT 3,Europe,39° E,-0.358368,-0.288492,TRUE
GSTAR 4,20946,1990-100B,"November 20, 1990",1452.5,39.4° E,TRACK IT,39.4,GSTAR 4,United States,39.4° E,-0.351842,-0.289258,TRUE
CHINASAT 22,26058,2000-003A,"January 25, 2000",1479.6,39.9° E,TRACK IT,39.9,CHINASAT 22,China,39.9° E,-0.343660,-0.290196,TRUE
EXPRESS AM7,40505,2015-012A,"March 18, 2015",1436,40° E,TRACK IT,40,EXPRESS AM7,Russia,40° E,-0.342020,-0.290381,TRUE
MORELOS 1,15824,1985-048B,"June 17, 1985",1447.7,40.4° E,TRACK IT,40.4,MORELOS 1,Mexico,40.4° E,-0.335452,-0.291112,TRUE
MARISAT 3,8882,1976-053A,"June 10, 1976",1501.6,41.1° E,TRACK IT,41.1,MARISAT 3,United States,41.1° E,-0.323917,-0.292356,TRUE
METEOSAT 8 (MSG 1),27509,2002-040B,"August 28, 2002",1436.2,41.6° E,TRACK IT,41.6,METEOSAT 8 (MSG 1),Europe,41.6° E,-0.315649,-0.293219,TRUE
TURKSAT 4A,39522,2014-007A,"February 14, 2014",1436.1,41.9° E,TRACK IT,41.9,TURKSAT 4A,Turkey,41.9° E,-0.310676,-0.293726,TRUE
TURKSAT 3A,33056,2008-030B,"June 12, 2008",1436,42° E,TRACK IT,42,TURKSAT 3A,Turkey,42° E,-0.309017,-0.293893,TRUE
BSAT-2C,27830,2003-028A,"June 11, 2003",1451.6,42.4° E,TRACK IT,42.4,BSAT-2C,Japan,42.4° E,-0.302370,-0.294552,TRUE
NIGCOMSAT 1R,38014,2011-077A,"December 19, 2011",1436.1,42.5° E,TRACK IT,42.5,NIGCOMSAT 1R,Nigeria,42.5° E,-0.300706,-0.294715,TRUE
WESTAR 3,11484,1979-072A,"August 10, 1979",1440.8,42.9° E,TRACK IT,42.9,WESTAR 3,United States,42.9° E,-0.294040,-0.295356,TRUE
METEOSAT 1,10489,1977-108A,"November 23, 1977",1437.4,43.8° E,TRACK IT,43.8,METEOSAT 1,Europe,43.8° E,-0.278991,-0.296747,TRUE
THURAYA 2,27825,2003-026A,"June 10, 2003",1436.1,43.9° E,TRACK IT,43.9,THURAYA 2,United Arab Emirates,43.9° E,-0.277315,-0.296897,TRUE
ABS 3,24901,1997-042A,"August 19, 1997",1450.8,44° E,TRACK IT,44,ABS 3,China,44° E,-0.275637,-0.297046,TRUE
ASTRA 1F,23842,1996-021A,"April 8, 1996",1436.1,44.2° E,TRACK IT,44.2,ASTRA 1F,SES,44.2° E,-0.272280,-0.297342,TRUE
AMOS 5,37950,2011-074A,"December 11, 2011",1434.9,44.8° E,TRACK IT,44.8,AMOS 5,Israel,44.8° E,-0.262189,-0.298206,TRUE
AZERSPACE 2/INTELSAT 38,43632,2018-074A,"September 25, 2018",1436.1,45° E,TRACK IT,45,AZERSPACE 2/INTELSAT 38,Azerbaijan,45° E,-0.258819,-0.298487,TRUE
BLAGOVEST 11L (COSMOS 2520),42907,2017-046A,"August 16, 2017",1436,45.1° E,TRACK IT,45.1,BLAGOVEST 11L (COSMOS 2520),Russia,45.1° E,-0.257133,-0.298627,TRUE
ANIK A1 (TELESAT 1),6278,1972-090A,"November 10, 1972",1457.1,45.3° E,TRACK IT,45.3,ANIK A1 (TELESAT 1),Canada,45.3° E,-0.253758,-0.298902,TRUE
EKRAN 17,18715,1987-109A,"December 27, 1987",1501.9,45.5° E,TRACK IT,45.5,EKRAN 17,Russia,45.5° E,-0.250380,-0.299174,TRUE
AZERSPACE 1,39079,2013-006B,"February 7, 2013",1436.1,46° E,TRACK IT,46,AZERSPACE 1,Azerbaijan,46° E,-0.241922,-0.299838,TRUE
OPTUS B1 (AUSSAT B1),22087,1992-054A,"August 13, 1992",1451.6,46.7° E,TRACK IT,46.7,OPTUS B1 (AUSSAT B1),Australia,46.7° E,-0.230050,-0.300729,TRUE
SYRACUSE 3A,28885,2005-041B,"October 13, 2005",1436.1,47° E,TRACK IT,47,SYRACUSE 3A,France,47° E,-0.224951,-0.301097,TRUE
INTELSAT 10 (PAS 10),26766,2001-019A,"May 15, 2001",1436,47.6° E,TRACK IT,47.6,INTELSAT 10 (PAS 10),United States,47.6° E,-0.214735,-0.301808,TRUE
YAHSAT 1B,38245,2012-016A,"April 23, 2012",1436.1,47.6° E,TRACK IT,47.6,YAHSAT 1B,United Arab Emirates,47.6° E,-0.214735,-0.301808,TRUE
INSAT 4CR,32050,2007-037A,"September 2, 2007",1436.1,47.8° E,TRACK IT,47.8,INSAT 4CR,India,47.8° E,-0.211325,-0.302038,TRUE
GSAT 19,42747,2017-031A,"June 5, 2017",1436.1,47.9° E,TRACK IT,47.9,GSAT 19,India,47.9° E,-0.209619,-0.302152,TRUE
EUTE 28B (EUTE W2M),33460,2008-065B,"December 20, 2008",1436.1,48.1° E,TRACK IT,48.1,EUTE 28B (EUTE W2M),Europe,48.1° E,-0.206204,-0.302376,TRUE
SPACENET 2,15385,1984-114A,"November 10, 1984",1443.6,48.2° E,TRACK IT,48.2,SPACENET 2,United States,48.2° E,-0.204496,-0.302487,TRUE
YAMAL 202,28089,2003-053A,"November 24, 2003",1436.1,48.9° E,TRACK IT,48.9,YAMAL 202,Russia,48.9° E,-0.192522,-0.303236,TRUE
TURKSAT 4B,40984,2015-60A,"October 16, 2015",1436.1,50° E,TRACK IT,50,TURKSAT 4B,Turkey,50° E,-0.173648,-0.304322,TRUE
EKRAN 3,11273,1979-015A,"February 21, 1979",1436.2,50.2° E,TRACK IT,50.2,EKRAN 3,Russia,50.2° E,-0.170209,-0.304508,TRUE
NSS 5 (INTELSAT 803),24957,1997-053A,"September 23, 1997",1436.1,50.5° E,TRACK IT,50.5,NSS 5 (INTELSAT 803),Netherlands,50.5° E,-0.165048,-0.304779,TRUE
COSMOS 1897,18575,1987-096A,"November 26, 1987",1436.1,51.5° E,TRACK IT,51.5,COSMOS 1897,Russia,51.5° E,-0.147809,-0.305623,TRUE
BELINTERSAT 1,41238,2016-001A,"January 15, 2016",1436.1,51.5° E,TRACK IT,51.5,BELINTERSAT 1,Belarus,51.5° E,-0.147809,-0.305623,TRUE
PAS 6,24891,1997-040A,"August 8, 1997",1536.8,52° E,TRACK IT,52,PAS 6,United States,52° E,-0.139173,-0.306010,TRUE
TURKMENALEM52E/MONACOSAT,40617,2015-023A,"April 27, 2015",1436.1,52.1° E,TRACK IT,52.1,TURKMENALEM52E/MONACOSAT,Turkmenistan / Monaco,52.1° E,-0.137445,-0.306084,TRUE
INTELSAT 706,23571,1995-023A,"May 17, 1995",1453.8,52.1° E,TRACK IT,52.1,INTELSAT 706,Intelsat,52.1° E,-0.137445,-0.306084,TRUE
YAHSAT 1A,37393,2011-016B,"April 22, 2011",1436.1,52.5° E,TRACK IT,52.5,YAHSAT 1A,United Arab Emirates,52.5° E,-0.130526,-0.306373,TRUE
SKYNET 5D,39034,2012-075A,"December 19, 2012",1436.1,52.7° E,TRACK IT,52.7,SKYNET 5D,United Kingdom,52.7° E,-0.127065,-0.306512,TRUE
EXPRESS AM-6,40277,2014-064A,"October 21, 2014",1436.1,53° E,TRACK IT,53,EXPRESS AM-6,Russia,53° E,-0.121869,-0.306714,TRUE
SUPERBIRD A1,22253,1992-084A,"December 1, 1992",1452.8,53.2° E,TRACK IT,53.2,SUPERBIRD A1,Japan,53.2° E,-0.118404,-0.306843,TRUE
INDOSTAR 1,25050,1997-071B,"November 11, 1997",1435,53.3° E,TRACK IT,53.3,INDOSTAR 1,Indonesia,53.3° E,-0.116671,-0.306907,TRUE
STTW-3,19710,1988-111A,"December 22, 1988",1437,54.2° E,TRACK IT,54.2,STTW-3,China,54.2° E,-0.101056,-0.307435,TRUE
MARISAT 1,8697,1976-017A,"February 19, 1976",1451.6,54.3° E,TRACK IT,54.3,MARISAT 1,United States,54.3° E,-0.099320,-0.307489,TRUE
YAMAL 402,39022,2012-070A,"December 8, 2012",1436.1,54.9° E,TRACK IT,54.9,YAMAL 402,Russia,54.9° E,-0.088894,-0.307794,TRUE
GSAT 8,37605,2011-022A,"May 20, 2011",1436.1,55° E,TRACK IT,55,GSAT 8,India,55° E,-0.087156,-0.307841,TRUE
GSAT 29,43698,2018-089A,"November 14, 2018",1436.1,55° E,TRACK IT,55,GSAT 29,India,55° E,-0.087156,-0.307841,TRUE
GSAT 16,40332,2014-078A,"December 6, 2014",1436.1,55.1° E,TRACK IT,55.1,GSAT 16,India,55.1° E,-0.085417,-0.307888,TRUE
EXPRESS AT-1,39612,2014-010A,"March 15, 2014",1436.1,56° E,TRACK IT,56,EXPRESS AT-1,Russia,56° E,-0.069756,-0.308264,TRUE
EXPRESS 2,24435,1996-058A,"September 26, 1996",1435.4,56.3° E,TRACK IT,56.3,EXPRESS 2,Russia,56.3° E,-0.064532,-0.308373,TRUE
INMARSAT 5-F4,42698,2017-025A,"May 15, 2017",1436.1,56.5° E,TRACK IT,56.5,INMARSAT 5-F4,Inmarsat,56.5° E,-0.061049,-0.308441,TRUE
SPACENET 4 (ASC 2),21227,1991-028A,"April 13, 1991",1446.3,56.9° E,TRACK IT,56.9,SPACENET 4 (ASC 2),United States,56.9° E,-0.054079,-0.308565,TRUE
NSS 12,36032,2009-058A,"October 29, 2009",1436.1,57° E,TRACK IT,57,NSS 12,SES,57° E,-0.052336,-0.308593,TRUE
ASTRA 1G,25071,1997-076A,"December 2, 1997",1436.1,57.2° E,TRACK IT,57.2,ASTRA 1G,SES,57.2° E,-0.048850,-0.308648,TRUE
STTW-4,20473,1990-011A,"February 4, 1990",1435.6,57.7° E,TRACK IT,57.7,STTW-4,China,57.7° E,-0.040132,-0.308768,TRUE
COSMOS 1700,16199,1985-102A,"October 25, 1985",1436.4,57.8° E,TRACK IT,57.8,COSMOS 1700,Russia,57.8° E,-0.038388,-0.308789,TRUE
AMC-10 (GE-10),28154,2004-003A,"February 5, 2004",1452.8,57.8° E,TRACK IT,57.8,AMC-10 (GE-10),SES,57.8° E,-0.038388,-0.308789,TRUE
SINOSAT 2,29516,2006-048A,"October 28, 2006",1550.4,58.4° E,TRACK IT,58.4,SINOSAT 2,China,58.4° E,-0.027922,-0.308897,TRUE
KAZSAT 3,39728,2014-023B,"April 28, 2014",1436.1,58.5° E,TRACK IT,58.5,KAZSAT 3,Kazakhstan,58.5° E,-0.026177,-0.308911,TRUE
IRNSS 1B,39635,2014-017A,"April 4, 2014",1436,59° E,TRACK IT,59,IRNSS 1B,India,59° E,-0.017452,-0.308970,TRUE
IRNSS-1A,39199,2013-034A,"July 1, 2013",1436.2,59° E,TRACK IT,59,IRNSS-1A,India,59° E,-0.017452,-0.308970,TRUE
ESA/GOES,9931,1977-029A,"April 20, 1977",734,59° E,TRACK IT,59,ESA/GOES,Europe,59° E,-0.017452,-0.308970,TRUE
MARECS A,13010,1981-122A,"December 20, 1981",1515.2,59.6° E,TRACK IT,59.6,MARECS A,Europe,59.6° E,-0.006981,-0.309009,TRUE
LUCH (OLYMP),40258,2014-058A,"September 27, 2014",1436.1,59.9° E,TRACK IT,59.9,LUCH (OLYMP),Russia,,-0.001745,-0.309017,
INTELSAT 33E,41748,2016-053B,"August 24, 2016",1436.1,60° E,TRACK IT,60,INTELSAT 33E,Intelsat,60° E,0.000000,-0.309017,TRUE
WGS F2 (USA 204),34713,2009-017A,"April 4, 2009",1436.1,60.2° E,TRACK IT,60.2,WGS F2 (USA 204),United States,60.2° E,0.003491,-0.309015,TRUE
EKRAN 4,11561,1979-087A,"October 3, 1979",1435.6,60.2° E,TRACK IT,60.2,EKRAN 4,Russia,60.2° E,0.003491,-0.309015,TRUE
MBSAT,28184,2004-007A,"March 13, 2004",1436,61° E,TRACK IT,61,MBSAT,China,61° E,0.017452,-0.308970,TRUE
USA 28,18583,1987-097A,"November 29, 1987",1463.6,61.1° E,TRACK IT,61.1,USA 28,United States,61.1° E,0.019197,-0.308960,TRUE
INTELSAT 26 (JCSAT 4),24732,1997-007A,"February 17, 1997",1436.1,61.9° E,TRACK IT,61.9,INTELSAT 26 (JCSAT 4),Intelsat,61.9° E,0.033155,-0.308847,TRUE
INTELSAT 902,26900,2001-039A,"August 30, 2001",1436.1,62° E,TRACK IT,62,INTELSAT 902,Intelsat,62° E,0.034899,-0.308829,TRUE
BS-3B (YURI 3B),21668,1991-060A,"August 25, 1991",1457.7,62.5° E,TRACK IT,62.5,BS-3B (YURI 3B),Japan,62.5° E,0.043619,-0.308723,TRUE
GALS 1,22963,1994-002A,"January 20, 1994",1434.9,62.5° E,TRACK IT,62.5,GALS 1,Russia,62.5° E,0.043619,-0.308723,TRUE
INMARSAT 5-F1,39476,2013-073A,"December 8, 2013",1436.1,62.6° E,TRACK IT,62.6,INMARSAT 5-F1,Inmarsat,62.6° E,0.045363,-0.308699,TRUE
COMSATBW-1,35943,2009-054B,"September 30, 2009",1436.1,63° E,TRACK IT,63,COMSATBW-1,Germany,63° E,0.052336,-0.308593,TRUE
EKRAN 20,22210,1992-074A,"October 30, 1992",1436.8,63.1° E,TRACK IT,63.1,EKRAN 20,Russia,63.1° E,0.054079,-0.308565,TRUE
TELECOM 1C,18952,1988-018B,"March 11, 1988",1470.1,63.6° E,TRACK IT,63.6,TELECOM 1C,France,63.6° E,0.062791,-0.308407,TRUE
INMARSAT 4-F2,28899,2005-044A,"November 8, 2005",1436.1,63.8° E,TRACK IT,63.8,INMARSAT 4-F2,Inmarsat,63.8° E,0.066274,-0.308338,TRUE
INTELSAT 906,27513,2002-041A,"September 6, 2002",1436.1,64.2° E,TRACK IT,64.2,INTELSAT 906,Intelsat,64.2° E,0.073238,-0.308187,TRUE
INTELSAT 12 (PAS 12),26590,2000-068A,"October 29, 2000",1436.1,64.3° E,TRACK IT,64.3,INTELSAT 12 (PAS 12),Europe,64.3° E,0.074979,-0.308147,TRUE
INMARSAT 3-F1,23839,1996-020A,"April 3, 1996",1436.1,64.4° E,TRACK IT,64.4,INMARSAT 3-F1,Inmarsat,64.4° E,0.076719,-0.308106,TRUE
HIMAWARI 3 (GMS 3),15152,1984-080A,"August 2, 1984",1442.5,64.6° E,TRACK IT,64.6,HIMAWARI 3 (GMS 3),Japan,64.6° E,0.080199,-0.308022,TRUE
KUPON,25045,1997-070A,"November 12, 1997",1435.6,64.7° E,TRACK IT,64.7,KUPON,Russia,64.7° E,0.081939,-0.307978,TRUE
AMAZONAS,28393,2004-031A,"August 4, 2004",1462.6,64.8° E,TRACK IT,64.8,AMAZONAS,Spain,64.8° E,0.083678,-0.307933,TRUE
STTW-2,18922,1988-014A,"March 7, 1988",1436.4,64.8° E,TRACK IT,64.8,STTW-2,China,64.8° E,0.083678,-0.307933,TRUE
AMOS-4,39237,2013-045A,"August 31, 2013",1436.1,65° E,TRACK IT,65,AMOS-4,Israel,65° E,0.087156,-0.307841,TRUE
TELECOM 2A,21813,1991-084A,"December 16, 1991",1455.3,65.3° E,TRACK IT,65.3,TELECOM 2A,France,65.3° E,0.092371,-0.307696,TRUE
INTELSAT 705,23528,1995-013A,"March 22, 1995",1455,65.7° E,TRACK IT,65.7,INTELSAT 705,Intelsat,65.7° E,0.099320,-0.307489,TRUE
INTELSAT 17,37238,2010-065B,"November 26, 2010",1436.1,66° E,TRACK IT,66,INTELSAT 17,Intelsat,66° E,0.104528,-0.307324,TRUE
YAMAL 201,28094,2003-053B,"November 24, 2003",1436.6,66° E,TRACK IT,66,YAMAL 201,Russia,66° E,0.104528,-0.307324,TRUE
INTELSAT 9 (PAS 9),26451,2000-043A,"July 28, 2000",1436.1,66.1° E,TRACK IT,66.1,INTELSAT 9 (PAS 9),United States,66.1° E,0.106264,-0.307267,TRUE
SBIRS GEO 1 (USA 230),37481,2011-019A,"May 7, 2011",1436.1,66.2° E,TRACK IT,66.2,SBIRS GEO 1 (USA 230),United States,66.2° E,0.107999,-0.307210,TRUE
KIKU 2 (ETS 2),9852,1977-014A,"February 23, 1977",1440.1,66.6° E,TRACK IT,66.6,KIKU 2 (ETS 2),Japan,66.6° E,0.114937,-0.306969,TRUE
OPS 5346,4418,1970-046A,"June 19, 1970",1436.4,67.4° E,TRACK IT,67.4,OPS 5346,United States,67.4° E,0.128796,-0.306443,TRUE
CS 3A,18877,1988-012A,"February 19, 1988",1467.4,67.4° E,TRACK IT,67.4,CS 3A,Japan,67.4° E,0.128796,-0.306443,TRUE
